max_flux,min_flux,std_flux,num_quedas,profundidade_media,duracao_media,intervalo_amostragem,label
1.005896,0.98907954,0.0018886992,———,0.0,0.0,0.02237698528017667,0
1.0010272,0.9892186,0.00188205,———,0.0,0.0,0.02327110505546238,0
1.0061635,0.98877525,0.0019056724,———,0.0,0.0,0.02124664916386953,0
1.0061989,0.98876697,0.0021940258,——,0.0,0.0,0.02472774547693258,0
1.0013846,0.98931915,0.0018621824,———,0.0,0.0,0.024255724255704537,0
1.0106696011886698,0.980619097078746,0.0021052510539344947,1122,0.009725160183985091,1.2812635445598444,0.05259688682059132,0
1.0267293,0.973987,0.0057191453,71,0.019763729,0.34704496418725544,0.0014512841352534362,0
1.0265218,0.96947885,0.006812639,47,0.023426738,0.492216694272765,0.00146558120244107,0
1.0227851,0.9750433,0.005471689,71,0.018574042,0.33323259536664407,0.001438761522881679,0
1.0211302,0.97470325,0.005649875,76,0.019268937,0.3607884124167989,0.0014216484918171905,0
1.0227772,0.97430515,0.005985953,——,0.0,0.0,0.001422341529364532,0
1.0269312,0.9715621,0.0056888675,——,0.0,0.0,0.0014213933140558193,0
1.0089047,0.9817045,0.003206752,72,0.011745605,0.3202280296925213,0.00726728919806894,0
1.0165524,0.9780054,0.004790167,78,0.01648039,0.3373243448007962,0.0023700605855368263,0
1.0087187,0.98578554,0.0030366203,77,0.01122399,0.2994320605961021,0.007202296177871509,0
1.0129141,0.9783232,0.0037421545,46,0.013438297,0.5054079594898919,0.007343310284266852,0
1.0169332,0.97667253,0.0061735986,8,0.02161099,0.9285903910962199,0.021693348969492973,0
1.0087004,0.98233646,0.0031826904,17,0.011795156,1.4180061320275144,0.021867690199918036,0
1.014698,0.46911892,0.011338238,2,0.44146645,13.854213098935361,0.0072691881680390135,0
1.0241611,0.97002846,0.006362814,51,0.021014083,0.5319792874566974,0.002369859120577938,0
1.0718762,0.13624543,0.054211862,2,0.7912364,13.771013697340095,0.0073452555479951685,0
1.0138808,0.36523563,0.013927545,3,0.40599322,7.031219026292547,0.00720413821471202,0
,,,0,0.0,0.0,0.0023704937762877997,0
1.1195097,0.7629767,0.055754554,32,0.18337137,0.06451683038251084,0.0023720453729131107,0
1.0270082,0.9625816,0.007146678,54,0.024703927,0.44325737547320765,0.0023698356671923394,0
284.12116169751783,-176.59452020592917,50.4363146881061,—,0.0,0.0,0.021738899387356927,0
281718945840622.0,-189469455119785.97,95524936030562.73,—,0.0,0.0,0.021738899387356927,0
1.0016030397461277,0.9989726697477498,0.000445991685705981,0,0.0,0.0,0.02186688482628225,0
1.0015029279963004,0.9993857735399734,0.000375780785579587,0,0.0,0.0,0.02169311549559742,0
1.0021816841140527,0.9972070269532335,0.0008472085513141606,19,0.0026435946626700395,0.025463255976016324,0.007267288926180013,0
1.0022243461488138,0.9968996063418561,0.001162827118290141,0,0.0,0.0,0.007202295894149088,0
1.0047886901641205,0.996513771167163,0.00174500073068122,0,0.0,0.0,0.007294273093077429,0
1.0129613,0.99083436,0.0013286915, ———,0.0,0.0,0.0007040548677054999,0
1.0163112,0.9907988,0.0014013042, ———,0.0,0.0,0.0006829467907206423,0
1.2301934,0.99103683,0.0019169853, ———,0.0,0.0,0.0006832262688766002,0
1.0006136,0.9922444,0.001345671,——,0.0,0.0,0.020597815661843363,0
1.0007385,0.9922575,0.0013061339,———,0.0,0.0,0.021772661896894967,0
1.0092293,0.9920195,0.0013299417,———,0.0,0.0,0.021568160449138375,0
1.0016203,0.9935612,0.0011856256,——,0.0,0.0,0.020564372118700457,0
1.008897,0.99087334,0.0014279479, ———,0.0,0.0,0.0006830699181310929,0
1.0124804,0.9907062,0.0014148008, ———,0.0,0.0,0.0006833105488110057,0
1.0179048,0.9907334,0.0014148589, ———,0.0,0.0,0.0007916171671210729,0
1.0150999,0.9912779,0.0014381607, ———,0.0,0.0,0.0006966016742346398,0
1.01111,0.9909516,0.0013686775, ———,0.0,0.0,0.0006831714555609197,0
1.0518144,0.99097383,0.0014387711,1864,0.006834632,0.015831582209218334,0.0006831538078239866,0
1.010892,0.99111325,0.0014681806,1595,0.0068929205,0.01543957608344846,0.0006831946875820126,0
1.0124133,0.99111456,0.0013947667, ———,0.0,0.0,0.0006831195296436506,0
1.0053676,0.9912996,0.0013864565, ———,0.0,0.0,0.000684075265115528,0
1.0569059,0.9909767,0.0014510688, ———,0.0,0.0,0.0006834725192720864,0
1.0147508,0.9908812,0.0013790744, ———,0.0,0.0,0.0006830964158294835,0
1.0412887,0.9902518,0.0014438652,1598,0.0068155224,0.015409573639601283,0.0006833217342108721,0
1.0010588,0.99208975,0.0013374789,———,0.0,0.0,0.021829051375628152,0
1.0021052,0.99193674,0.0013141638,———,0.0,0.0,0.021080534379738572,0
1.0005745,0.99205476,0.0013284684,———,0.0,0.0,0.021011862083032185,0
1.0026369,0.99223524,0.001328867,———,0.0,0.0,0.02113831832682056,0
1.0099597,0.9915181,0.0013040765,———,0.0,0.0,0.0006833198142332168,0
1.0270454,0.9910657,0.0013994013, ———,0.0,0.0,0.0006834072422276649,0
1.1356045,0.9909133,0.0016316305, ———,0.0,0.0,0.0007528887938895903,0
1.0055646,0.99233556,0.001312904,———,0.0,0.0,0.021523680539489186,0
1.0010802,0.9923243,0.0012868973,———,0.0,0.0,0.021012642716165778,0
1.0025499,0.99210656,0.0013404264,———,0.0,0.0,0.02109831565760262,0
1.0094633,0.9922627,0.0013402591,———,0.0,0.0,0.021682716470460314,0
1.0008402,0.99209565,0.0013539727,———,0.0,0.0,0.02327139823308705,0
1.0012568,0.99216646,0.0013602331,———,0.0,0.0,0.02124682181099589,0
1.0011561,0.9920878,0.0013624516,———,0.0,0.0,0.02237674049579976,0
1.0032992,0.99229795,0.0013397828,——,0.0,0.0,0.024728070313277645,0
1.0013912,0.99223274,0.001303008,———,0.0,0.0,0.02196808887951667,0
1.0007118,0.99226,0.0013218909,———,0.0,0.0,0.024256033164731405,0
1.0272619947517212,0.9679666608591024,0.00442176688672101,613,0.020336443631015062,1.8020959553237261,0.03047116074608771,0
1.4134112308811249,0.6942811921195061,0.043831788412062554,1054,0.20007403859045164,0.486406091118633,0.022527189557050003,0
1.0192838,0.9807886,0.0043674954,42,0.014975293,0.6422493521602342,0.0014381304276767524,0
1.0187688,0.9790908,0.0048599,49,0.01652468,0.5155325726162232,0.0014512636839642925,0
1.0221871,0.9755773,0.0047685932,52,0.016174726,0.38562098036416004,0.0014655635050615126,0
1.0182861,0.97738284,0.004881197,50,0.016670424,0.5039866720462576,0.0014386636751662662,0
1.0204443,0.97785395,0.0045672385,——,0.0,0.0,0.0014214099839156731,0
1.0233469,0.9742456,0.005153164,32,0.018044678,0.8852295686719293,0.0014223631552696743,0
1.0185546,0.9790847,0.004522238,——,0.0,0.0,0.0014462223482410643,0
1.0215547,0.9797067,0.0050337696,——,0.0,0.0,0.0014253647208161916,0
1.0086716,0.9865368,0.002613278,39,0.009568277,0.5177212054150363,0.007267186788302985,0
1.0077112,0.9884177,0.0024610097,50,0.00869683,0.5014223358859027,0.007199948755985887,0
1.0083516,0.98735905,0.0026301811,45,0.009568965,0.5582276221892202,0.007204098734524362,0
1.0090189,0.9877027,0.0026036145,39,0.009401366,0.5169956965595056,0.00734322161003142,0
1.0080723,0.98600847,0.0034690534,9,0.011934678,1.5963732982762338,0.021693269319750904,0
1.0111581,0.31260452,0.01536941,2,0.66301525,14.541821148223335,0.007199883541154956,0
1.0101367,0.6216105,0.007931383,2,0.30479243,13.854016440803207,0.007269085735088404,0
1.0133399,0.3390502,0.014016995,2,0.5624477,13.770846622744557,0.007345166856128023,0
1.0109943,0.21253192,0.014107656,2,0.539454,14.055280948767631,0.007204029845071388,0
1.0238335,0.9706695,0.0058462396,31,0.019634254,0.7319400827651559,0.0023698634599586977,0
1.0220809,0.9721806,0.0061229668,40,0.020615416,0.45566536916627837,0.00237833647804931,0
1.0197031,0.9796566,0.0050174175,31,0.016312124,0.8152745987520272,0.0024064605387053056,0
1.0336345,0.9732668,0.010703348,0,0.0,0.0,0.002401202088999342,0
,,,0,0.0,0.0,0.0023705298174070723,0
230.55026737599042,-139.8050116684954,34.22704600909996,—,0.0,0.0,0.021622846120097225,0
193455499783642.0,-219000168773640.0,68815528492401.44,—,0.0,0.0,0.021622846120097225,0
1.0009527775784925,0.9991145905331179,0.0002729857500876382,1,0.0008854094668820922,0.0,0.007267186351579894,0
1.0023156371058257,0.9989130502184972,0.0006869144311913793,0,0.0,0.0,0.00719804526764385,0
1.0014224550232427,0.9989278642349627,0.0003595084390440251,0,0.0,0.0,0.007202187509075874,0
1.0017784684755244,0.9990548861243379,0.0003391727227275553,0,0.0,0.0,0.007294185017922278,0
1.5813276,0.988041,0.0035404214,——,0.0,0.0,0.0007078628445805384,0
1.0348886,0.9878424,0.0018934521, ———,0.0,0.0,0.0007358504820949662,0
1.0690705,0.9872382,0.0017857723, ———,0.0,0.0,0.0006912737875522307,0
1.0384578,0.98806614,0.001804465, ———,0.0,0.0,0.0007040554471442873,0
1.1011059,0.98837405,0.0017673646, ———,0.0,0.0,0.0006829506035993815,0
1.0109595,0.98828804,0.0017050587, ———,0.0,0.0,0.0006832323171717061,0
1.0069344,0.9897851,0.0015976893,———,0.0,0.0,0.021772514002115734,0
1.0041866,0.9903265,0.0014585308,———,0.0,0.0,0.0215682670656034,0
1.002292,0.9901199,0.0015294641,——,0.0,0.0,0.020597648177878,0
